SalePrice,Overall_Qual,Overall_Cond,Gr_Liv_Area,Lot_Area,Year_Built,Total_Bsmt_SF,Garage_Cars,Garage_Yr_Blt,Full_Bath,Bedroom_AbvGr,Neighborhood,House_Style,Kitchen_Qual,Exter_Qual
207000,8,5,1764,11690,1999,850.0,2.0,1999.0,2,3,CollgCr,2Story,Gd,Gd
210000,7,5,1908,8750,1994,915.0,2.0,1994.0,2,4,CollgCr,2Story,Gd,Gd
136500,6,5,848,4435,2003,848.0,2.0,2003.0,1,1,CollgCr,1Story,Gd,Gd
145000,6,5,848,4426,2004,848.0,2.0,2004.0,1,1,CollgCr,1Story,Gd,Gd
208900,6,5,1493,13125,1997,1478.0,2.0,1997.0,2,3,CollgCr,1Story,Gd,TA
185000,6,5,1838,10126,1997,1838.0,3.0,1998.0,2,2,CollgCr,SFoyer,TA,TA
214000,7,5,1536,9135,2002,1536.0,2.0,2002.0,2,3,CollgCr,1Story,Gd,Gd
208500,7,5,1710,8450,2003,856.0,2.0,2003.0,2,3,CollgCr,2Story,Gd,Gd
186500,7,5,1445,9750,2004,1445.0,2.0,2004.0,2,3,CollgCr,1Story,Gd,Gd
210000,7,5,1436,8450,2004,1436.0,2.0,2004.0,2,3,CollgCr,1Story,Gd,Gd
185900,7,5,1582,8320,2004,770.0,2.0,2004.0,2,3,CollgCr,2Story,Gd,Gd
179900,8,5,1234,11049,2007,1234.0,2.0,2007.0,2,3,CollgCr,1Story,Gd,Gd
218836,7,6,1564,11058,2007,1564.0,3.0,2007.0,2,3,CollgCr,1Story,Gd,Gd
193000,7,5,1361,9627,2007,1351.0,2.0,2007.0,2,3,CollgCr,1Story,Gd,Gd
189000,7,5,1456,8199,2005,728.0,2.0,2005.0,2,3,CollgCr,2Story,Gd,Gd
149300,6,5,848,4426,2004,848.0,2.0,2004.0,1,1,CollgCr,1Story,Gd,Gd
141000,6,5,848,4426,2004,848.0,2.0,2004.0,1,1,CollgCr,1Story,Gd,Gd
149000,6,5,848,4438,2004,848.0,2.0,2004.0,1,1,CollgCr,1Story,Gd,Gd
144500,6,5,848,4438,2004,848.0,2.0,2004.0,1,1,CollgCr,1Story,Gd,Gd
85000,5,7,796,8777,1910,796.0,0.0,,1,2,Edwards,1Story,TA,TA
145900,5,7,2200,8777,1900,1272.0,0.0,,2,4,Edwards,1.5Fin,TA,TA
123000,5,5,1092,9825,1966,1092.0,1.0,1966.0,1,3,Edwards,1Story,TA,TA
147500,5,6,1256,9937,1965,1256.0,1.0,1965.0,1,3,Edwards,1Story,TA,Gd
165000,5,5,1033,12102,1976,456.0,2.0,1976.0,1,3,Edwards,SFoyer,TA,TA
135000,6,6,1127,6500,1976,1127.0,2.0,1991.0,1,3,Edwards,1Story,TA,TA
108000,5,6,996,13907,1940,996.0,0.0,,1,3,Edwards,1Story,TA,TA
137500,4,5,1181,10012,1972,1138.0,2.0,1974.0,2,3,Edwards,SFoyer,TA,TA
165400,7,5,1656,6931,2003,746.0,2.0,2003.0,2,3,Edwards,2Story,Gd,Gd
147000,6,6,1117,9638,1977,1029.0,2.0,1977.0,1,3,Edwards,SLvl,TA,TA
160500,6,7,1398,7200,1976,684.0,2.0,1976.0,1,3,Edwards,2Story,TA,TA
176000,4,5,1132,7024,2005,1132.0,2.0,2005.0,1,2,Edwards,1Story,Gd,TA
284700,5,7,3820,47007,1959,0.0,2.0,1959.0,3,5,Edwards,1Story,Ex,TA
160000,10,5,5642,63887,2008,6110.0,2.0,2008.0,2,3,Edwards,2Story,Ex,Ex
148000,6,5,1072,3675,2005,547.0,2.0,2005.0,1,2,Edwards,SLvl,TA,TA
82000,4,5,1152,6040,1955,0.0,0.0,,2,2,Edwards,1Story,Fa,TA
82000,4,5,1152,6012,1955,0.0,0.0,,2,2,Edwards,1Story,TA,TA
118000,4,4,1440,12108,1955,1440.0,0.0,,2,4,Edwards,1Story,Fa,TA
82500,4,5,1152,6845,1955,0.0,0.0,,2,2,Edwards,1Story,TA,TA
91900,4,5,784,6931,1955,784.0,0.0,,1,2,Edwards,1Story,TA,TA
120000,5,7,1053,12180,1938,585.0,0.0,,1,2,Edwards,1.5Fin,Ex,TA
96000,5,8,1137,8050,1947,0.0,0.0,,1,4,Edwards,1.5Fin,TA,TA
99000,4,5,930,9520,1953,911.0,1.0,1953.0,1,2,Edwards,1Story,TA,TA
130500,5,6,1200,11767,1946,768.0,1.0,1946.0,1,3,Edwards,1.5Fin,TA,TA
135000,4,6,1470,8172,1954,941.0,1.0,1958.0,2,4,Edwards,1.5Fin,TA,TA
135500,5,7,1393,16466,1955,816.0,1.0,1955.0,1,3,Edwards,1.5Fin,TA,TA
100000,4,6,1204,7692,1954,416.0,1.0,1954.0,1,3,Edwards,SLvl,TA,TA
108000,4,7,1292,5142,1923,949.0,1.0,1923.0,1,3,Edwards,1.5Fin,Gd,TA
98000,5,6,864,5604,1925,864.0,0.0,,1,2,Edwards,1Story,TA,TA
67000,3,3,864,8248,1914,864.0,0.0,,1,2,Edwards,1Story,TA,TA
135900,5,6,1716,5687,1912,780.0,0.0,,2,6,SWISU,2Story,Fa,TA
140000,6,8,1482,12155,1925,672.0,1.0,1934.0,2,4,SWISU,2Story,Fa,TA
179500,5,8,2192,8400,1939,720.0,1.0,1939.0,2,4,SWISU,2.5Fin,Gd,TA
136500,6,5,1694,8400,1925,1181.0,2.0,1925.0,2,4,SWISU,1.5Fin,TA,TA
168000,7,8,1424,7290,1921,1228.0,1.0,1921.0,2,2,SWISU,1Story,TA,TA
130000,5,6,1964,8525,1911,940.0,0.0,,1,4,SWISU,2Story,TA,TA
189000,5,6,2601,9842,1921,612.0,2.0,1998.0,3,4,SWISU,2Story,TA,TA
161900,6,7,1920,7804,1930,960.0,2.0,1930.0,2,4,SWISU,2.5Unf,TA,TA
145000,6,6,1316,8969,1926,644.0,1.0,2001.0,1,2,Crawfor,2Story,TA,TA
191000,6,7,2555,11526,1922,588.0,2.0,1993.0,2,3,Crawfor,2.5Fin,TA,TA
177000,6,7,1680,15576,1915,840.0,1.0,1960.0,2,4,Crawfor,2Story,TA,TA
147500,6,6,1264,15564,1914,676.0,2.0,1994.0,1,3,Crawfor,1.5Fin,TA,TA
91000,6,5,790,6292,1930,768.0,1.0,1925.0,1,2,SWISU,1Story,TA,TA
231000,8,9,1512,7609,1925,798.0,1.0,1925.0,2,3,Crawfor,2Story,Gd,Gd
115000,6,5,1639,10480,1936,1064.0,1.0,1936.0,1,3,SWISU,1.5Fin,TA,TA
138000,6,3,1603,9650,1923,784.0,2.0,1980.0,1,4,Crawfor,2Story,TA,TA
149000,7,6,1502,7200,1931,776.0,1.0,1931.0,1,3,Crawfor,2Story,TA,TA
188700,6,7,1660,11988,1934,715.0,1.0,1939.0,1,3,Crawfor,2Story,TA,TA
198000,5,6,1938,11700,1937,942.0,1.0,1937.0,2,4,Crawfor,1.5Fin,Gd,TA
110000,5,4,1374,9260,1938,884.0,1.0,1938.0,1,3,Crawfor,1.5Fin,TA,TA
104000,6,5,1091,7801,1951,1091.0,1.0,1951.0,1,2,Crawfor,1Story,TA,TA
257076,8,6,1873,9670,1935,608.0,2.0,1935.0,1,4,Crawfor,2Story,TA,TA
381000,8,9,3447,14100,1935,728.0,3.0,1982.0,3,4,Crawfor,1.5Fin,Gd,TA
311500,7,9,1954,15660,1939,798.0,2.0,1939.0,1,3,Crawfor,1.5Fin,Gd,Gd
263400,7,9,2161,12392,1950,832.0,2.0,1994.0,2,3,Crawfor,1.5Fin,Gd,TA
236500,5,5,1898,26073,1956,1898.0,2.0,1956.0,2,3,Crawfor,1Story,TA,TA
224000,6,7,1640,14778,1954,1296.0,2.0,1993.0,1,3,Crawfor,1Story,Gd,Gd
116500,6,6,1032,1879,1980,516.0,2.0,1980.0,1,2,Blueste,2Story,TA,TA
151000,6,6,1556,1950,1980,716.0,2.0,1980.0,2,3,Blueste,2Story,TA,TA
126000,6,8,919,7000,1926,894.0,1.0,1926.0,1,2,IDOTRR,1Story,TA,TA
120000,6,8,1090,6000,1940,720.0,1.0,1940.0,1,3,IDOTRR,1.5Fin,TA,TA
55000,4,4,796,3636,1922,796.0,0.0,,1,2,IDOTRR,1Story,TA,TA
120500,6,8,816,5890,1930,816.0,1.0,2002.0,1,2,IDOTRR,1Story,TA,Gd
120500,5,6,778,6900,1940,740.0,1.0,1966.0,1,2,IDOTRR,1Story,TA,TA
119000,5,7,1200,8155,1930,780.0,0.0,,1,4,IDOTRR,1.5Fin,TA,TA
126000,5,5,1656,6000,1967,624.0,1.0,1967.0,1,3,IDOTRR,SLvl,TA,Fa
99500,5,7,912,7392,1930,520.0,1.0,1934.0,1,2,IDOTRR,1Story,TA,TA
165500,5,5,1955,9000,1958,1151.0,1.0,1958.0,2,4,IDOTRR,1.5Fin,TA,TA
13100,1,5,733,14584,1952,0.0,2.0,1952.0,1,2,IDOTRR,1Story,Fa,Fa
89000,4,7,1361,5280,1895,173.0,1.0,1895.0,1,2,IDOTRR,2Story,TA,TA
40000,4,4,1317,8500,1920,649.0,1.0,1920.0,1,3,IDOTRR,2Story,TA,TA
80900,4,7,1049,5150,1910,356.0,1.0,1910.0,1,2,IDOTRR,1.5Fin,TA,TA
81000,3,4,894,18000,1935,894.0,3.0,1994.0,1,2,IDOTRR,1Story,TA,Fa
65000,4,6,864,9000,1920,592.0,1.0,1920.0,1,3,IDOTRR,2Story,Fa,TA
392500,8,5,1652,5587,2008,1600.0,2.0,2008.0,2,2,Crawfor,1Story,Gd,Ex
294464,8,5,1648,3843,2007,1596.0,2.0,2007.0,2,2,Crawfor,1Story,Ex,Ex
250000,7,5,1646,3811,2004,1594.0,2.0,2004.0,2,2,Crawfor,1Story,Ex,Gd
275000,8,5,1646,3842,2004,1594.0,2.0,2004.0,2,2,Crawfor,1Story,Gd,Gd
300000,7,5,2032,23730,1996,1840.0,3.0,1996.0,3,3,Mitchel,1Story,Gd,Gd
271000,8,5,1689,13265,2002,1568.0,3.0,2002.0,2,3,Mitchel,1Story,Gd,Gd
213000,7,5,1820,11050,1996,910.0,3.0,1996.0,2,3,Mitchel,2Story,Gd,TA
171000,6,6,1118,9880,1977,1096.0,1.0,1977.0,1,3,Mitchel,SLvl,TA,TA
171500,6,6,1279,10125,1977,1196.0,2.0,1980.0,2,3,Mitchel,1Story,TA,TA
100000,5,4,1872,10260,1976,0.0,2.0,1976.0,2,4,Mitchel,2Story,TA,TA
228500,4,5,1689,9990,1991,1680.0,2.0,1991.0,2,3,Mitchel,1Story,TA,TA
228950,5,6,1786,164660,1965,1499.0,2.0,1965.0,2,3,Timber,1.5Fin,TA,TA
241500,7,6,1501,4084,1986,1277.0,2.0,1986.0,2,2,Timber,1Story,Gd,Gd
287000,8,6,2898,15498,1976,1565.0,2.0,1976.0,2,2,Timber,1Story,Gd,Gd
294000,8,5,1537,11563,2006,1518.0,3.0,2007.0,2,3,Timber,1Story,Gd,Gd
293077,8,5,1646,9520,2007,1638.0,3.0,2008.0,2,3,Timber,1Story,Gd,Gd
264966,8,5,1780,12852,2007,920.0,2.0,2007.0,2,3,Timber,2Story,Gd,Gd
172500,5,5,1442,9802,2006,352.0,2.0,2007.0,2,3,Timber,SLvl,TA,TA
167500,5,5,1394,9735,2006,384.0,2.0,2007.0,2,3,Timber,SLvl,Gd,TA
218689,7,5,1612,12018,2008,796.0,3.0,2008.0,2,3,Timber,2Story,Gd,Gd
150000,6,5,1495,12890,1989,1495.0,2.0,1989.0,2,3,Timber,1Story,TA,TA
184000,6,5,1651,12416,1986,1606.0,2.0,1986.0,2,3,Timber,1Story,TA,TA
180000,6,5,1256,18265,1986,1256.0,2.0,1986.0,2,3,Timber,1Story,Gd,Gd
175000,6,5,1509,10200,1988,1461.0,2.0,1988.0,2,3,Timber,SLvl,Gd,Gd
232500,8,5,1440,11202,2003,1432.0,2.0,2003.0,2,3,Timber,1Story,Gd,Gd
195000,6,5,1675,7915,1999,1666.0,2.0,1999.0,2,3,Timber,1Story,Gd,Gd
305000,8,5,2262,12244,2003,1482.0,3.0,2003.0,2,4,Timber,2Story,Gd,Gd
298751,8,5,1728,11449,2007,1884.0,2.0,2007.0,2,3,Timber,1Story,Gd,Gd
370000,8,5,1964,11447,2005,1964.0,3.0,2005.0,2,3,Timber,1Story,Gd,Gd
209200,7,5,1344,8940,1997,1344.0,4.0,1997.0,2,2,Mitchel,SFoyer,TA,TA
206300,7,5,1344,7060,1997,1344.0,4.0,1997.0,2,2,Mitchel,SFoyer,TA,TA
146000,5,5,1092,9278,2007,1092.0,0.0,,1,2,Mitchel,1Story,TA,TA
160500,6,5,1189,4500,1997,1189.0,2.0,1997.0,2,2,Mitchel,1Story,TA,TA
173000,4,5,1200,14137,1964,1200.0,3.0,1964.0,1,3,Mitchel,SFoyer,TA,TA
124000,5,6,1040,4224,1975,1040.0,2.0,1975.0,1,3,MeadowV,1Story,TA,TA
115000,5,6,1304,2665,1976,264.0,1.0,1976.0,1,3,MeadowV,2Story,TA,TA
129500,5,7,1475,2665,1976,550.0,1.0,1976.0,2,4,MeadowV,2Story,TA,TA
105000,4,7,988,1974,1973,526.0,1.0,1973.0,1,2,MeadowV,SFoyer,TA,TA
94900,4,6,988,1596,1973,462.0,1.0,1973.0,1,1,MeadowV,SLvl,TA,TA
152500,5,6,1160,17979,1968,1113.0,1.0,1968.0,1,3,Mitchel,1Story,Gd,TA
98000,6,9,1092,1477,1970,546.0,0.0,,2,3,MeadowV,2Story,TA,TA
81000,4,7,630,1890,1972,630.0,0.0,,1,1,MeadowV,SFoyer,TA,TA
113000,5,5,988,21750,1954,988.0,2.0,1954.0,1,2,Mitchel,1Story,TA,TA
128500,5,7,816,6490,1983,816.0,1.0,1983.0,1,2,Mitchel,1Story,TA,TA
119500,5,5,923,6951,1984,876.0,1.0,1984.0,1,3,Mitchel,1Story,TA,TA
130500,5,9,816,6600,1982,816.0,1.0,1982.0,1,3,Mitchel,1Story,Gd,Gd
138000,5,8,816,6600,1982,816.0,2.0,1985.0,1,2,Mitchel,1Story,TA,TA
134500,5,6,845,6600,1982,845.0,1.0,1982.0,1,3,Mitchel,1Story,Gd,TA
160000,6,7,1750,12508,1940,983.0,1.0,1989.0,2,4,Mitchel,1.5Fin,TA,TA
137500,5,6,889,12395,1984,864.0,2.0,1984.0,1,3,Mitchel,1Story,TA,TA
172000,5,4,1968,11075,1969,784.0,2.0,1969.0,2,4,Mitchel,2Story,TA,TA
103000,5,1,1836,56600,1900,686.0,1.0,1900.0,2,4,IDOTRR,2.5Unf,TA,TA
167300,6,6,1587,10667,1971,1587.0,2.0,1971.0,2,3,NAmes,1Story,TA,TA
167000,7,5,1277,10628,1970,1277.0,2.0,1970.0,1,2,NAmes,1Story,TA,TA
244000,7,6,2223,13651,1973,2223.0,2.0,1973.0,2,3,NAmes,1Story,TA,TA
268000,8,6,2217,15865,1970,2217.0,2.0,1970.0,2,4,NAmes,1Story,Gd,Gd
225000,7,5,1733,12394,2003,847.0,2.0,2003.0,2,3,Gilbert,2Story,Gd,Gd
168000,6,5,1572,10364,1995,806.0,2.0,1995.0,2,3,Gilbert,2Story,TA,TA
177000,6,6,1470,13869,1997,794.0,2.0,1997.0,2,3,Gilbert,2Story,TA,TA
169000,6,5,1600,8773,1997,916.0,2.0,1997.0,2,3,Gilbert,2Story,TA,TA
161500,6,5,1384,8872,1997,384.0,2.0,1997.0,2,3,Gilbert,SLvl,TA,TA
251000,8,5,1652,5330,2000,1494.0,2.0,2000.0,2,2,StoneBr,1Story,Ex,Gd
160000,6,5,1694,10147,1994,392.0,2.0,1994.0,2,3,Gilbert,SLvl,TA,TA
180000,6,5,1714,8637,1999,923.0,2.0,2000.0,2,3,Gilbert,2Story,TA,TA
178750,7,5,1553,7875,1996,691.0,2.0,1996.0,2,3,Gilbert,2Story,Gd,Gd
176000,7,5,1253,7875,1995,1237.0,2.0,1995.0,2,3,Gilbert,1Story,TA,TA
204000,6,5,2299,7500,1999,938.0,2.0,1999.0,3,5,Gilbert,2Story,TA,TA
160000,7,5,1187,9556,1992,1168.0,2.0,1992.0,2,3,Gilbert,1Story,Gd,TA
160000,7,5,1472,10784,1991,384.0,2.0,1991.0,2,3,Gilbert,SLvl,Gd,Gd
163900,7,5,1482,9125,1992,384.0,2.0,1992.0,2,3,Gilbert,SLvl,Gd,TA
168000,6,5,1642,7655,1993,903.0,2.0,1993.0,2,3,Gilbert,2Story,TA,TA
154204,6,6,1128,18160,1964,1302.0,2.0,1964.0,1,3,Gilbert,1Story,TA,TA
170000,8,5,1088,3696,1986,1074.0,2.0,1987.0,1,2,StoneBr,1Story,Gd,Gd
207500,7,5,2090,5062,1984,1190.0,2.0,1984.0,2,3,StoneBr,2Story,Gd,Gd
182000,8,5,1179,4740,1988,1166.0,2.0,1988.0,2,2,StoneBr,1Story,TA,Gd
212000,8,5,1321,5118,1990,1312.0,2.0,1990.0,1,1,StoneBr,1Story,Gd,Gd
377426,9,5,1922,14157,2005,1922.0,3.0,2005.0,2,3,StoneBr,1Story,Gd,Gd
349265,8,5,2541,12328,2005,1149.0,3.0,2005.0,3,4,StoneBr,2Story,Ex,Gd
591587,9,5,2338,51974,2006,2660.0,3.0,2005.0,2,4,StoneBr,1Story,Gd,Ex
155000,5,5,1424,41600,1969,1100.0,3.0,1969.0,1,3,Gilbert,1Story,TA,TA
319900,9,5,1612,8035,2006,1612.0,2.0,2006.0,2,2,StoneBr,1Story,Ex,Gd
392000,8,6,1419,8089,2007,1419.0,2.0,2007.0,2,2,StoneBr,1Story,Gd,Gd
441929,8,5,2234,14082,2006,2220.0,2.0,2006.0,1,1,StoneBr,1Story,Gd,Gd
455000,10,5,2042,13870,2006,1742.0,3.0,2007.0,2,3,StoneBr,1Story,Ex,Ex
182900,6,7,1440,12546,1981,1440.0,2.0,1981.0,2,3,NWAmes,1Story,Gd,Gd
174000,6,5,1284,10960,1984,1284.0,2.0,1984.0,2,3,NWAmes,1Story,TA,TA
178000,6,7,1868,12090,1984,585.0,2.0,1984.0,3,3,NWAmes,SLvl,TA,TA
176000,7,7,1479,12090,1981,725.0,2.0,1981.0,2,3,NWAmes,2Story,Gd,Gd
213000,7,6,1664,12299,1978,1529.0,2.0,1978.0,2,3,NWAmes,1Story,Gd,TA
192000,7,5,1930,11339,1979,780.0,2.0,1979.0,2,4,NWAmes,2Story,Gd,TA
190000,7,6,1969,11952,1977,808.0,2.0,1977.0,2,3,NWAmes,2Story,TA,TA
195000,6,6,2030,12046,1976,848.0,2.0,1976.0,2,4,NWAmes,2Story,Gd,TA
148000,6,6,1032,10395,1978,1032.0,2.0,1978.0,2,3,NWAmes,SLvl,TA,TA
151500,6,6,1177,11850,1984,1153.0,2.0,1984.0,2,3,NWAmes,1Story,Gd,TA
197000,7,6,1725,11584,1979,539.0,2.0,1979.0,2,3,NWAmes,SLvl,TA,TA
192350,6,5,1353,10400,1979,1259.0,2.0,1979.0,2,2,NWAmes,1Story,TA,TA
152000,5,5,1620,10793,1969,780.0,2.0,1969.0,2,4,NWAmes,2Story,TA,TA
170000,6,5,1220,13001,1971,1625.0,2.0,1971.0,2,2,NWAmes,1Story,TA,TA
175000,5,6,1484,12243,1971,1484.0,2.0,1971.0,2,3,NWAmes,1Story,TA,TA
175000,6,6,1743,11700,1968,702.0,2.0,1968.0,1,3,NWAmes,2Story,TA,Gd
197900,7,7,1935,12384,1976,793.0,2.0,1976.0,2,3,NWAmes,2Story,TA,TA
174000,7,6,1324,8991,1976,1228.0,2.0,1976.0,2,3,NWAmes,SLvl,Gd,TA
178900,6,6,1877,8000,1974,1084.0,2.0,1974.0,2,4,NWAmes,2Story,TA,TA
139000,5,7,1109,10500,1971,372.0,1.0,1971.0,1,3,NAmes,SLvl,TA,TA
143250,6,5,981,10530,1971,981.0,2.0,1979.0,1,3,NAmes,1Story,TA,TA
184000,7,9,1479,7472,1972,725.0,2.0,1972.0,1,4,NAmes,2Story,Gd,TA
155000,5,6,1422,9457,1970,925.0,2.0,1988.0,1,3,NAmes,1Story,TA,TA
133000,5,5,914,7920,1970,914.0,1.0,1970.0,1,3,NAmes,1Story,Ex,TA
119500,5,5,950,9758,1971,950.0,1.0,1981.0,1,3,NAmes,1Story,TA,TA
123000,4,5,872,8294,1971,858.0,4.0,1974.0,1,3,NAmes,1Story,TA,TA
110000,4,6,858,7340,1971,858.0,1.0,1979.0,1,2,NAmes,1Story,TA,TA
128000,4,7,914,17199,1961,914.0,1.0,1961.0,1,2,NAmes,1Story,TA,TA
120500,4,6,864,9000,1971,864.0,2.0,1974.0,1,3,NAmes,1Story,TA,TA
133000,7,5,767,4058,1998,723.0,1.0,1998.0,1,1,NAmes,SFoyer,TA,TA
155000,6,5,1337,4113,2001,1337.0,2.0,2001.0,2,2,NAmes,1Story,Gd,Gd
177000,6,5,1337,10943,1997,1405.0,2.0,1997.0,2,2,NAmes,1Story,Gd,Gd
113500,6,6,1092,2205,1973,525.0,1.0,1973.0,1,3,BrDale,2Story,TA,TA
113000,6,5,1218,1890,1973,672.0,1.0,1973.0,1,3,BrDale,2Story,TA,TA
113700,6,5,1218,2058,1973,672.0,1.0,1973.0,1,4,BrDale,2Story,Ex,TA
106000,5,5,1302,2016,1970,630.0,2.0,1970.0,2,3,BrDale,2Story,TA,TA
122500,5,5,1365,1920,1971,765.0,2.0,1971.0,1,2,BrDale,2Story,TA,TA
128000,6,5,958,4928,1976,1078.0,2.0,1977.0,2,2,NPkVill,1Story,TA,TA
155000,6,6,1548,2308,1976,804.0,2.0,1976.0,2,3,NPkVill,2Story,Gd,TA
142500,7,7,1055,2304,1978,1061.0,1.0,1978.0,2,2,NPkVill,1Story,TA,TA
129250,5,6,988,7150,1966,988.0,1.0,1974.0,1,3,NAmes,1Story,TA,TA
356000,9,5,1816,12469,2006,1790.0,3.0,2007.0,2,3,NridgHt,1Story,Ex,Ex
314813,9,5,1828,11694,2007,1822.0,3.0,2007.0,2,3,NridgHt,1Story,Gd,Ex
318000,8,5,1694,12030,2007,1694.0,3.0,2007.0,2,3,NridgHt,1Story,Gd,Ex
322400,8,5,1694,11825,2006,1694.0,3.0,2006.0,2,3,NridgHt,1Story,Gd,Gd
318000,8,5,1734,12085,2007,1734.0,3.0,2007.0,2,3,NridgHt,1Story,Ex,Gd
345474,8,5,2122,14333,2007,2108.0,3.0,2007.0,2,2,NridgHt,1Story,Gd,Gd
415298,9,5,2121,14450,2006,2121.0,3.0,2007.0,2,3,NridgHt,1Story,Ex,Ex
492000,9,5,2656,13641,2007,1934.0,3.0,2007.0,2,3,NridgHt,2Story,Ex,Ex
338931,8,5,2550,13440,2006,1108.0,3.0,2006.0,2,4,NridgHt,2Story,Ex,Gd
450000,10,5,2046,15431,2005,1994.0,3.0,2005.0,2,2,NridgHt,1Story,Ex,Ex
280000,7,5,2172,14154,2006,1063.0,3.0,2006.0,2,3,NridgHt,2Story,Gd,Gd
479069,9,5,2552,13891,2007,2552.0,3.0,2007.0,2,3,NridgHt,1Story,Ex,Ex
395000,8,5,1973,14226,2006,1935.0,3.0,2006.0,2,3,NridgHt,1Story,Gd,Gd
380000,9,5,2643,13693,2006,2153.0,3.0,2006.0,2,3,NridgHt,2Story,Ex,Ex
250000,8,5,1634,11428,2006,1626.0,3.0,2006.0,2,3,NridgHt,1Story,Gd,Gd
440000,8,5,1976,14977,2006,1976.0,3.0,2006.0,2,2,NridgHt,1Story,Gd,Gd
418000,9,5,2758,13654,2005,1704.0,3.0,2005.0,2,4,NridgHt,2Story,Ex,Gd
500067,10,5,2290,17169,2007,2320.0,3.0,2007.0,2,2,NridgHt,1Story,Ex,Ex
260116,8,5,2152,16659,2007,1582.0,2.0,2007.0,2,3,NridgHt,2Story,Gd,Gd
317000,8,5,2473,9591,2004,1143.0,3.0,2004.0,2,4,NridgHt,2Story,Gd,Gd
319500,8,5,2100,9709,2007,918.0,3.0,2007.0,2,3,NridgHt,2Story,Ex,Ex
325624,8,5,2161,10562,2007,1582.0,3.0,2007.0,1,3,NridgHt,2Story,Ex,Gd
372000,9,5,1802,13615,2006,1802.0,3.0,2006.0,2,3,NridgHt,1Story,Ex,Ex
342000,8,5,2956,13069,2004,1706.0,3.0,2004.0,2,5,NridgHt,2Story,Ex,Gd
354000,8,5,2468,12099,2004,1136.0,3.0,2004.0,2,4,NridgHt,2Story,Gd,Gd
350000,8,5,2385,14277,2003,1317.0,3.0,2003.0,2,3,NridgHt,2Story,Gd,Gd
285000,8,5,2374,11999,2003,1181.0,3.0,2003.0,2,4,NridgHt,2Story,Ex,Gd
281500,8,5,1818,12568,2007,895.0,3.0,2007.0,2,3,NridgHt,2Story,Ex,Gd
245700,7,5,1614,9926,2005,1614.0,3.0,2005.0,2,3,NridgHt,1Story,Gd,Gd
232698,8,5,1721,9254,2005,1721.0,2.0,2005.0,2,3,NridgHt,1Story,Gd,Gd
250000,8,5,1828,10732,2006,1298.0,3.0,2006.0,2,3,NridgHt,2Story,Gd,Gd
194700,6,5,1362,7577,2005,1362.0,2.0,2005.0,2,2,NridgHt,1Story,Gd,Gd
204000,6,5,1302,3901,2005,1302.0,2.0,2005.0,1,1,NridgHt,1Story,Gd,Gd
200000,6,5,1302,3903,2005,1302.0,2.0,2005.0,1,1,NridgHt,1Story,Gd,Gd
207000,6,5,1362,6289,2005,1362.0,2.0,2005.0,2,2,NridgHt,1Story,Gd,Gd
209500,8,5,1554,4590,2006,1554.0,2.0,2006.0,2,2,NridgHt,1Story,Gd,Gd
209500,8,5,1554,4590,2006,1554.0,2.0,2006.0,2,2,NridgHt,1Story,Gd,Gd
202500,8,5,1370,6442,2006,1370.0,2.0,2006.0,2,2,NridgHt,1Story,Gd,Gd
280000,9,5,1577,7841,2005,1577.0,2.0,2005.0,2,2,NridgHt,1Story,Ex,Ex
277500,9,5,1561,7313,2005,1561.0,2.0,2005.0,2,2,NridgHt,1Story,Ex,Ex
318061,9,5,1869,7820,2007,1869.0,2.0,2007.0,2,2,NridgHt,1Story,Ex,Ex
221370,8,5,1324,6240,2006,1324.0,2.0,2006.0,2,2,NridgHt,1Story,Gd,Gd
200000,7,5,1405,3242,2003,1405.0,2.0,2003.0,2,2,NridgHt,1Story,Gd,Gd
181755,6,5,1496,15810,2007,768.0,2.0,2007.0,3,3,Gilbert,2Story,Gd,Gd
176000,6,5,1536,10237,2005,768.0,2.0,2005.0,2,3,Gilbert,2Story,Gd,Gd
178900,6,5,1484,10237,2005,783.0,2.0,2005.0,2,3,Gilbert,2Story,Gd,Gd
168165,7,5,1458,13204,2006,608.0,2.0,2007.0,2,3,Gilbert,2Story,Gd,TA
171925,6,5,1495,8857,2006,738.0,2.0,2006.0,2,3,Gilbert,2Story,Gd,Gd
198444,6,5,1746,9729,2006,698.0,3.0,2007.0,2,3,Gilbert,2Story,Gd,Gd
203000,6,5,1326,12216,2005,1326.0,2.0,2005.0,2,3,Gilbert,1Story,Gd,TA
179540,7,5,1456,9018,2007,728.0,2.0,2007.0,2,3,Gilbert,2Story,Gd,Gd
176485,7,5,1302,8993,2007,1302.0,2.0,2007.0,2,3,Gilbert,1Story,Gd,Gd
181134,7,5,1340,8899,2007,1340.0,2.0,2007.0,2,3,Gilbert,1Story,Gd,Gd
156932,6,5,1412,8499,2006,616.0,2.0,2007.0,2,3,Gilbert,2Story,Gd,TA
166000,6,5,1504,8229,2007,752.0,2.0,2007.0,2,3,Gilbert,2Story,Gd,Gd
177594,7,5,1456,7713,2007,728.0,2.0,2007.0,2,3,Gilbert,2Story,Gd,Gd
173500,7,6,1258,7697,2007,1246.0,2.0,2007.0,2,3,Gilbert,1Story,Gd,Gd
172500,7,5,1258,3922,2006,1258.0,3.0,2007.0,2,2,Blmngtn,1Story,Gd,Gd
